"filename", "language", "JSON", "JavaScript", "Markdown", "PlantUML", "HTML", "CSS", "XML", "comment", "blank", "total"
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\integration_test\skuItem.test.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 0, 51, 201
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\integration_test\testDescriptor.test.js", "JavaScript", 0, 200, 0, 0, 0, 0, 0, 0, 40, 240
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\integration_test\testResult.test.js", "JavaScript", 0, 197, 0, 0, 0, 0, 0, 0, 43, 240
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\integration_test\user.test.js", "JavaScript", 0, 223, 0, 0, 0, 0, 0, 0, 51, 274
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\internalOrder.test.js", "JavaScript", 0, 147, 0, 0, 0, 0, 0, 3, 35, 185
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\restockOrder.test.js", "JavaScript", 0, 171, 0, 0, 0, 0, 0, 4, 39, 214
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\sku.test.js", "JavaScript", 0, 225, 0, 0, 0, 0, 0, 1, 53, 279
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\skuItem.test.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 32, 83
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\testDescriptor.test.js", "JavaScript", 0, 158, 0, 0, 0, 0, 0, 0, 33, 191
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\testResult.test.js", "JavaScript", 0, 164, 0, 0, 0, 0, 0, 1, 33, 198
"c:\Users\User\Desktop\Tesla\Relative 3.0\Software Engineering\Project\EzWh\EzWh\code\server\unit_test\user.test.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 37, 94
"Total", "-", 42483, 16231, 68, 657, 20, 114, 1, 403, 2851, 62828
